Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
MSI2	musashi homolog 2 (Drosophila)	124540	17:57257049-57631832	1		17q23.2	yes		CML			L	Dom	"oncogene, fusion"	T	HOXA9			"124540,ENSG00000153944,MSI2"
MSN	moesin	4478	X:65667842-65739893	1		Xq11.2-q12	yes		ALCL			L	Dom	fusion	T	ALK			"4478,ENSG00000147065,MSN,P26038"
MTCP1	mature T-cell proliferation 1	4515	X:155061843-155064023	1		Xq28	yes		T cell prolymphocytic leukaemia			L	Dom	"oncogene, fusion"	T	TRA			"4515,C6_1B,ENSG00000214827,GS1-273L24_4,MTCP1"
MTOR	mechanistic target of rapamycin	2475	1:11107485-11259409	1	Yes	1p36	yes		"endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types"			E	Dom	oncogene	"Mis, N"		yes	"Smith-Kingsmore syndrome, brain overgrowth phenotypes such as focal cortical dysplasia and megalencephaly,"	"2475,ENSG00000198793,FLJ44809,FRAP,FRAP1,FRAP2,MTOR,P42345,RAFT1,RAPT1"
MUC1	"mucin 1, transmembrane"	4582	1:155186135-155192843	1		1q21	yes		B-NHL			L	Dom	fusion	T	IGH			"4582,CD227,EMA,ENSG00000185499,H23AG,MAM6,MUC1,PEM,PUM"
MUC16	"mucin 16, cell surface associated"	94025	19:8949776-8981138	2		19p13.2	yes		"HNSCC, melanoma"			E		oncogene	Mis				"94025,CA125,ENSG00000181143,FLJ14303,MUC16"
MUC4	"mucin 4, cell surface associated"	4585	3:195747176-195811817	2		3q29	yes		HNSCC			E		oncogene	"Mis, O"				"4585,ENSG00000145113,HSA276359,MUC4"
MUTYH	mutY homolog (E. coli)	4595	1:45329306-45340254	1		1p34.3-1p32.1		yes		colorectal	adenomatous polyposis coli	E	Rec	TSG	Mis				"4595,ENSG00000132781,MGC4416,MUTYH,MYH,MYHbeta,hMYH"
MYB	v-myb myeloblastosis viral oncogene homolog	4602	6:135181514-135217980	1		6q22-23	yes		adenoid cystic carcinoma			E	Dom	"oncogene, fusion"	T	NFIB			"4602,Cmyb,ENSG00000118513,MYB,P10242,c-myb,c-myb_CDS,efg"
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	4609	8:127738263-127740958	1	Yes	8q24.12-q24.13	yes		"Burkitt lymphoma, amplified in other cancers, B-CLL"			"L, E"	Dom	"oncogene, fusion"	"A, T"	"IGK, BCL5, BCL7A , BTG1, TRA, IGH"			"4609,ENSG00000136997,MYC,c-Myc"
MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	4610	1:39900814-39901434	1		1p34.2	yes		small cell lung carcinoma			E	Dom	oncogene	A				"4610,ENSG00000116990,LMYC,MYCL,MYCL1"
MYCN	"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"	4613	2:15942065-15946097	1		2p24.1	yes		neuroblastoma			O	Dom	oncogene	A				"4613,ENSG00000134323,MODED,MYCN,N-myc,NMYC,ODED"
MYD88	myeloid differentiation primary response gene (88)	4615	3:38138662-38141286	1		3p22	yes		ABC-DLBCL			L	Dom	oncogene	Mis				"4615,MYD88,MYD88D,Q99836"
MYH11	"myosin, heavy polypeptide 11, smooth muscle"	4629	16:15708811-15838252	1		16p13.13-p13.12	yes		AML			L	Dom	fusion	T	CBFB			"4629,ENSG00000133392,MYH11"
MYH9	"myosin, heavy polypeptide 9, non-muscle"	4627	22:36282668-36349236	1		22q13.1	yes		ALCL			L	Dom	"TSG, fusion"	T	ALK	yes	"Deafness, autosomal dominant 17, Epstein syndrome, Fechtner syndrome, May-Hegglin anomaly, Sebastian syndrome"	"4627,DFNA17,ENSG00000100345,MYH9,P35579"
MYO5A	"myosin VA (heavy chain 12, myoxin)"	4644	15:52313696-52528806	1		15q21	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1	yes	Griscelli syndrome	"4644,ENSG00000197535,GS1,MYH12,MYO5,MYO5A,MYR12,Q9Y4I1"
MYOD1	myogenic differentiation 1	4654	11:17719783-17721508	1		11p15.4	yes		embryonal rhabdomyosarcoma			M	Dom	oncogene	Mis				"4654,ENSG00000129152,MYF3,MYOD,MYOD1,P15172,PUM"
NAB2	NGFI-A binding protein 2	4665	12:57089272-57094721	1	Yes	12q13.3	yes		"solitary fibrous tumour, meningeal haemangiopericytoma"			"M, O"	Dom	"TSG, fusion"	T	STAT6			"4665,ENSG00000166886,MADER,MGC75085,NAB2,Q15742"
NACA	nascent-polypeptide-associated complex alpha polypeptide	4666	12:56712538-56724521	2		12q23-q24.1	yes		NHL			L	Dom	fusion	T	BCL6			"4666,ENSG00000196531,FKSG17,HSD48,MGC117224,NACA,NACA1,NACAP1,Q13765"
NBEA	neurobeachin	26960	13:34942821-35670991	2		13q13.3	yes		"large intestine carcinoma, multiple myeloma"			"E, L"			"F, T"	PVT1			"26960,BCL8B,ENSG00000172915,LYST2,NBEA,Q8NFP9"
NBN	nibrin	4683	8:89935582-89984561	1		8q21		yes		"NHL, glioma, medulloblastoma, rhabdomyosarcoma"	Nijmegen breakage syndrome	"L, E, M, O"	Rec	TSG	"Mis, N, F"				"4683,AT-V1,AT-V2,ATV,ENSG00000104320,FLJ10155,MGC87362,NBN,NBS,NBS1"
NCKIPSD	NCK interacting protein with SH3 domain	51517	3:48674544-48685807	2		3p21	yes		ALL			L	Dom	fusion	T	KMT2A			"51517,AF3P21,ENSG00000213672,NCKIPSD,ORF1,Q9NZQ3,SPIN90,WASLBP,WISH"
NCOA1	nuclear receptor coactivator 1	8648	2:24658678-24768391	1		2p23	yes		alveolar rhabdomyosarcoma			M	Dom	fusion	T	PAX3			"8648,ENSG00000084676,F-SRC-1,MGC129719,MGC129720,NCOA1,NCoA-1,RIP160,SRC1"
NCOA2	nuclear receptor coactivator 2 (TIF2)	10499	8:70113632-70216745	1		8q13.1	yes		"AML, chondrosarcoma, rhabdomyosarcoma"			"L, M"	Dom	"oncogene, fusion"	T	"KAT6A, HEY1, NCOA2"			"10499,ENSG00000140396,MGC138808,NCOA2,NCoA-2,TIF2"
NCOA4	nuclear receptor coactivator 4 - PTC3 (ELE1)	8031	10:51579142-51586417	1		10q11.2	yes		papillary thyroid			E	Dom	"TSG, fusion"	T	RET			"8031,ARA70,DKFZp762E1112,ELE1,ENSG00000138293,NCOA4,PTC3,Q13772,RFG,RP11-481A12_4"
NCOR1	nuclear receptor corepressor 1	9611	17:16032296-16194569	1		17p11.2	yes		breast			E	Rec	TSG	"Mis, F, N, O"		yes	Ulnar-mammary syndrome	"9611,ENSG00000141027,KIAA1047,MGC104216,N-CoR,NCOR1,O75376,TRAC1,hCIT529I10,hN-CoR"
NCOR2	nuclear receptor corepressor 2	9612	12:124325402-124495251	1	Yes	12q24	yes		prostate			E	Dom	TSG	"Mis, F, N, O"				"9612,CTG26,ENSG00000196498,NCOR2,SMRT,SMRTE,SMRTE-tau,TNRC14,TRAC-1,TRAC1"
NDRG1	N-myc downstream regulated 1	10397	8:133238878-133284311	1	Yes	8q24.3	yes		prostate			E	Dom	"TSG, fusion"	T	ERG			"10397,CAP43,CMT4D,ENSG00000104419,GC4,HMSNL,NDR1,NDRG1,NMSL,PROXY1,Q92597,RIT42,RTP,TARG1,TDD5"
NF1	neurofibromatosis type 1 gene	4763	17:31095310-31374155	1		17q12	yes	yes	"neurofibroma, glioma"	"neurofibroma, glioma"	neurofibromatosis type 1	O	Rec	"TSG, fusion"	"D, Mis, N, F, S, O"				"4763,ENSG00000196712,NF1,NFNS,P21359"
NF2	neurofibromatosis type 2 gene	4771	22:29603999-29694802	1		22q12.2	yes	yes	"meningioma, acoustic neuroma, renal"	"meningioma, acoustic neuroma"	neurofibromatosis type 2	O	Rec	TSG	"D, Mis, N, F, S, O"				"4771,ACN,BANF,ENSG00000186575,Merlin,NF2,P35240,SCH"
NFATC2	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"	4773	20:51391396-51542499	1		20q13.2	yes		Ewing sarcoma			M	Dom	"oncogene, fusion"	T	EWSR1			"4773,ENSG00000101096,KIAA0611,NFAT1,NFATC2,NFATP,Q13469"
NFE2L2	nuclear factor (erythroid-derived 2)-like 2 (NRF2)	4780	2:177230785-177264576	1	Yes	2q31	yes		"NSCLC, HNSCC"			E	Dom	"oncogene, TSG"	Mis				"4780,ENSG00000116044,NFE2L2,NRF2,Q16236"
NFIB	nuclear factor I/B	4781	9:14088309-14313511	1		9p24.1	yes		"adenoid cystic carcinoma, lipoma"			E	Dom	fusion	T	"MYB, HGMA2"			"4781,ENSG00000147862,NFI-RED,NFIB,NFIB2,NFIB3,RP11-280O24_2"
NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	4791	10:102395960-102402376	1		10q24	yes		B-NHL			L	Dom	"oncogene, TSG, fusion"	T	IGH			"4791,ENSG00000077150,LYT-10,LYT10,NFKB2"
NFKBIE	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"	4794	6:44259219-44265763	1		6p21.1	yes		"CLL, desmoplastic melanoma"			"L, E"	Dom/Rec	TSG	"F, Mis"				"4794,ENSG00000146232,IKBE,NFKBIE,O00221"
NIN	ninein (GSK3B interacting protein)	51199	14:50725872-50822056	1		14q24	yes		MPN			L	Dom	fusion	T	PDGFRB			"51199,ENSG00000100503,KIAA1565,NIN"
NKX2-1	NK2 homeobox 1	7080	14:36517278-36519357	1		14q13	yes		NSCLC			E	Dom	"oncogene, TSG"	A				"7080,BCH,BHC,ENSG00000136352,NK-2,NKX2-1,NKX2A,NKX2_1,P43699,TEBP,TITF1,TTF-1"
NONO	"non-POU domain containing, octamer-binding"	4841	X:71290638-71300076	1	Yes	Xq13.1	yes		papillary renal			E	Dom	fusion	T	TFE3			"4841,ENSG00000147140,NMT55,NONO,NRB54,P54,P54NRB,Q15233"
NOTCH1	"Notch homolog 1, translocation-associated (Drosophila) (TAN1)"	4851	9:136496071-136545786	1		9q34.3	yes		"T-ALL, breast, bladder, skin SCC, lung SCC, head and neck SCC"			"L, E"	Dom/Rec	"oncogene, TSG, fusion"	"T, Mis, O"	"TRB, SEC16A, GABBR2"			"4851,ENSG00000148400,NOTCH1,P46531,TAN1,hN1"
NOTCH2	Notch homolog 2	4853	1:119915306-120069406	1		1p13-p11	yes		"marginal zone lymphoma, DLBCL, bladder"			"L, E"	Dom/Rec	"oncogene, TSG"	"N, F, Mis"		yes	"Hajdu-Cheney syndrome, serpentine fibula-polycystic kidney syndrome"	"4853,AGS2,ENSG00000134250,NOTCH2,Q04721,hN2"
NPM1	"nucleophosmin (nucleolar phosphoprotein B23, numatrin)"	4869	5:171387949-171410565	1		5q35	yes		"NHL, APL, AML"			L	Dom	"oncogene, fusion"	"T, F"	"ALK, RARA, MLF1"			"4869,B23,ENSG00000181163,MGC104254,NPM,NPM1,P06748"
NR4A3	"nuclear receptor subfamily 4, group A, member 3 (NOR1)"	8013	9:99828041-99863867	1		9q22	yes		extraskeletal myxoid chondrosarcoma			M	Dom	"oncogene, fusion"	T	"EWSR1, TAF15, TCF12, TFG"			"8013,CHN,CSMF,ENSG00000119508,MINOR,NOR1,NR4A3,Q92570"
NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	4893	1:114708535-114716160	1	Yes	1p13.2	yes		"melanoma, MM, AML, thyroid"			"L, E"	Dom	oncogene	Mis				"4893,ENSG00000213281,N-ras,NRAS,NRAS1,P01111"
NRG1	neuregulin 1	3084	8:32548727-32764402	1		8p12	yes		NSCLC			E	Dom	"TSG, fusion"	T	CD74			"3084,ARIA,ENSG00000157168,GGF,GGF2,HGL,HRG1,HRGA,NDF,NRG1,SMDF"
NSD1	nuclear receptor binding SET domain protein 1	64324	5:177135104-177295459	1		5q35	yes		AML			L	Dom	fusion	T	NUP98	yes	Sotos Syndrome	"64324,ARA267,DKFZp666C163,ENSG00000165671,FLJ22263,FLJ44628,NSD1,Q96L73,SOTOS,STO"
NT5C2	"5'-nucleotidase, cytosolic II"	22978	10:103089672-103174958	1		10q24.32	yes		relapse ALL			L	Dom	oncogene	Mis		yes	Spastic paraplegia-45	"22978,ENSG00000076685,GMP,NT5B,NT5C2,P49902,PNT5,cN-II"
NTHL1	nth like DNA glycosylase 1	4913	16:2093568-2097848	2		16p13.3		yes	CRC		Familial adenomatous polyposis	E		TSG	"N, S"				"4913,ENSG00000065057,NTH1,NTHL1,OCTS3,P78549"
NTRK1	"neurotrophic tyrosine kinase, receptor, type 1"	4914	1:156860935-156881642	1		1q21-q22	yes		"papillary thyroid, Spitzoid tumour"			E	Dom	"oncogene, TSG, fusion"	"T, A"	"TPM3, TPR, TFG, TP53, LMNA"			"4914,DKFZp781I14186,ENSG00000198400,MTC,NTRK1,P04629,TRK,TRK1,TRKA,p140-TrkA"
NTRK3	"neurotrophic tyrosine kinase, receptor, type 3"	4916	15:87876935-88256153	1		15q25	yes		"congenital fibrosarcoma, secretory breast"			"E, M"	Dom	"oncogene, fusion"	T	ETV6			"4916,ENSG00000140538,NTRK3,Q16288,TRKC,gp145(trkC)"
NUMA1	nuclear mitotic apparatus protein 1	4926	11:72003527-72035943	1		11q13	yes		APL			L	Dom	fusion	T	RARA			"4926,ENSG00000137497,NUMA,NUMA1,Q14980"
NUP214	nucleoporin 214kDa (CAN)	8021	9:131125705-131233487	1		9q34.1	yes		"AML, T-ALL"			L	Dom	fusion	T	"DEK, SET, ABL1"			"8021,CAIN,CAN,D9S46E,ENSG00000126883,MGC104525,N214,NUP214,P35658,RP11-544A12_7"
NUP98	nucleoporin 98kDa	4928	11:3676159-3782117	1		11p15	yes		AML			L	Dom	"oncogene, fusion"	T	"HOXA9, NSD1, WHSC1L1, DDX10, TOP1, HOXD13, PRRX1, HOXA13, HOXD11, HOXA11, RAP1GDS1, HOXC11"			"4928,ADIR2,ENSG00000110713,NUP196,NUP98"
NUTM1	"NUT midline carcinoma, family member 1"	256646	15:34346021-34357492	1		15q14	yes		lethal midline carcinoma			E	Dom	"oncogene, fusion"	T	"BRD3, BRD4"			"256646,ENSG00000184507,NUT,NUTM1"
NUTM2A	NUT family member 2A	728118	10:87358266-87367372	1		10q23.2	yes		endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE			"728118,ENSG00000184923,FAM22A,KIAA2020,NUTM2A,Q5VT03,Q8IVF1"
NUTM2B	NUT family member 2B	729262	10:79703610-79712485	1		10q22.3	yes		endometrial stromal sarcoma			M	Dom	fusion	T	YWHAE			"729262,A6NNL0,FAM22B,NUTM2B"
OLIG2	oligodendrocyte lineage transcription factor 2 (BHLHB1)	10215	21:33026863-33027834	1		21q22.11	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRA			"10215,BHLHB1,ENSG00000205927,OLIG2,OLIGO2,PRKCBP2,RACK17"
OMD	osteomodulin	4958	9:92415152-92417558	2		9q22.31	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"4958,ENSG00000127083,OMD,Q99983,SLRR2C,osteoadherin"
P2RY8	"purinergic receptor P2Y, G-protein coupled, 8"	286530	"X,Y:1465479-1466558"	1		"Xp22.3; Yp11.3"	yes		"B-ALL, Down syndrome associated ALL"			L	Dom	"oncogene, fusion"	T	CRLF2			"286530,ENSG00000182162,MGC50878,P2RY8,P2Y8,Q86VZ1,RP11-261P4_4"
PABPC1	poly(A) binding protein cytoplasmic 1	26986	8:100704298-100721583	2		8q22.3	yes		"HNSCC, biliary tract carcinoma"			E		"oncogene, TSG"	"Mis, F"				"26986,ENSG00000070756,P11940,PAB1,PABP,PABP1,PABPC1,PABPC2,PABPL1"
PAFAH1B2	"platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa"	5049	11:117152449-117167700	1	Yes	11q23	yes		MLCLS			L	Dom	fusion	T	IGH			"5049,ENSG00000168092,P68402,PAFAH1B2"
PALB2	partner and localizer of BRCA2	79728	16:23603459-23641157	1		16p12.1		yes		"Wilms tumour, medulloblastoma, AML ,breast"	"Fanconi anaemia N, breast cancer susceptibility"	"L, O, E"	Rec	TSG	"F, N, Mis"				"79728,ENSG00000083093,PALB2"
PAX3	paired box gene 3	5077	2:222201174-222298615	1		2q35	yes		alveolar rhabdomyosarcoma			M	Dom	"oncogene, fusion"	T	"FOXO1, NCOA1, NCOA2"	yes	"Waardenburg syndrome; craniofacial-deafness-hand syndrome"	"5077,CDHS,ENSG00000135903,HUP2,MGC120381,MGC120382,MGC120383,MGC120384,MGC134778,P23760,PAX3,WS1"
PAX5	paired box gene 5 (B-cell lineage specific activator protein)	5079	9:36840560-37034031	1	Yes	9p13	yes		"NHL, ALL, B-ALL"			L	Dom	"oncogene, TSG, fusion"	"T, Mis, D, F, S"	"IGH, ETV6, PML, FOXP1, ZNF521, ELN"			"5079,BSAP,ENSG00000196092,PAX5,Q02548"
PAX7	paired box gene 7	5081	1:18631604-18736039	1	Yes	1p36.2-p36.12	yes		alveolar rhabdomyosarcoma			M	Dom	fusion	T	FOXO1			"5081,ENSG00000009709,HUP1,P23759,PAX7,PAX7B"
PAX8	paired box gene 8	7849	2:113218533-113278394	1	Yes	2q12-q14	yes		follicular thyroid			E	Dom	fusion	T	PPARG	yes	Thyroid dysgenesis	"7849,ENSG00000125618,PAX8"
PBRM1	polybromo 1	55193	3:52548063-52679711	1		3p21	yes		"clear cell renal carcinoma, breast"			E	Rec	TSG	"Mis, N, F, S, D, O"				"55193,BAF180,MGC156155,MGC156156,PB1,PBRM1"
PBX1	pre-B-cell leukemia transcription factor 1	5087	1:164559824-164846677	1	Yes	1q23	yes		"pre B-ALL, myoepithelioma"			"L, M"	Dom	"oncogene, fusion"	T	"TCF3, EWSR1"			"5087,P40424,PBX1"
PCBP1	poly(rC) binding protein 1	5093	2:70087744-70088814	2		2p13.3	yes		CRC			E			Mis				"5093,ENSG00000169564,HNRPE1,HNRPX,PCBP1,Q15365,hnRNP-E1,hnRNP-X"
PCM1	pericentriolar material 1  (PTC4)	5108	8:17935611-18027662	1		8p22-p21.3	yes		"papillary thyroid, CML, MPN"			"E, L"	Dom	fusion	T	"RET, JAK2"			"5108,ENSG00000078674,PCM1,PTC4,Q15154"
PDCD1LG2	programmed cell death 1 ligand 2	80380	9:5522547-5569959	1	Yes	9p24.2	yes		"PMBL, Hodgkin lymphoma"			L	Dom	"oncogene, fusion"	T	CIITA			"80380,B7DC,Btdc,CD273,ENSG00000197646,MGC142238,MGC142240,PD-L2,PDCD1L2,PDCD1LG2,PDL2,Q9BQ51,bA574F11_2"
PDE4DIP	phosphodiesterase 4D interacting protein (myomegalin)	9659	1:148889754-149031985	1		1q12	yes		MPN			L	Dom	fusion	T	PDGFRB			"9659,ENSG00000178104,PDE4DIP"
PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	5155	22:39225723-39243963	1		22q12.3-q13.1	yes		DFSP			M	Dom	"oncogene, fusion"	T	COL1A1			"5155,ENSG00000100311,FLJ12858,P01127,PDGF2,PDGFB,SIS,SSV,c-sis"
PDGFRA	"platelet-derived growth factor, alpha-receptor"	5156	4:54258769-54295272	1		4q11-q13	yes	yes	"GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma"	GIST	familial gastrointestinal stromal tumour	"L, M, O"	Dom	"oncogene, fusion"	"Mis, O, T"	FIP1L1			"5156,CD140A,CD140a,ENSG00000134853,MGC74795,P16234,PDGFR2,PDGFRA,Rhe-PDGFRA"
PDGFRB	"platelet-derived growth factor receptor, beta polypeptide"	5159	5:150115763-150137047	1		5q31-q32	yes		"MPN, AML, CMML, CML"			L	Dom	"oncogene, fusion"	T	"ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP"			"5159,CD140B,CD140b,ENSG00000113721,JTK12,P09619,PDGF-R-beta,PDGFR,PDGFR1,PDGFRB"
PER1	period homolog 1 (Drosophila)	5187	17:8141068-8150706	1	Yes	17p13.1-17p12	yes		"AML, CMML"			L	Dom	"TSG, fusion"	T	ETV6			"5187,ENSG00000179094,O15534,PER,PER1,RIGUI"
PHF6	PHD finger protein 6	84295	X:134377618-134425330	1		Xq26.3	yes		ETP ALL			L	Rec	TSG	"F, N, S, Mis"		yes	Boerjeson-Forssman-Lehmann syndrome	"84295,BORJ,ENSG00000156531,MGC14797,PHF6"
PHOX2B	paired-like homeobox 2b	8929	4:41745807-41748610	1	Yes	4p12	yes	yes	neuroblastoma	neuroblastoma	familial neuroblastoma	O	Rec	TSG	"Mis, F"		yes	Congenital central hypoventilation syndrome	"8929,PHOX2B"
PICALM	phosphatidylinositol binding clathrin assembly protein (CALM)	8301	11:85959046-86068780	1	Yes	11q14	yes		"T-ALL, AML"			L	Dom	fusion	T	"MLLT10, KMT2A"			"8301,CALM,CLTH,ENSG00000073921,PICALM,Q13492"
PIK3CA	"phosphoinositide-3-kinase, catalytic, alpha polypeptide"	5290	3:179198826-179234364	1	Yes	3q26.3	yes		"colorectal, gastric, glioblastoma, breast"			"E, O"	Dom	oncogene	Mis				"5290,ENSG00000121879,MGC142161,MGC142163,P42336,PI3K,PIK3CA,p110-alpha"
PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	5291	3:138655389-138759343	1		3q22.3	yes		"SCC, NSCLC"			E		oncogene	Mis				"5291,DKFZp779K1237,ENSG00000051382,MGC133043,P42338,PI3K,PI3Kbeta,PIK3C1,PIK3CB,p110-BETA"
PIK3R1	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	5295	5:68226676-68297601	1		5q13.1	yes		"glioblastoma, ovarian, colorectal"			"E, O"	Rec	TSG	"Mis, F, O"				"5295,ENSG00000145675,GRB1,P27986,PIK3R1,p85-ALPHA"
PIM1	pim-1 oncogene	5292	6:37170576-37174091	1	Yes	6p21.2	yes		NHL			L	Dom	"oncogene, fusion"	T	BCL6			"5292,ENSG00000137193,P11309,PIM,PIM1"
PLAG1	pleiomorphic adenoma gene 1	5324	8:56166243-56168269	1		8q12	yes		"salivary adenoma, lipoblastoma"			E	Dom	"oncogene, fusion"	T	"TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2"			"5324,ENSG00000181690,PLAG1"
PLCG1	"phospholipase C, gamma 1"	5335	20:41137642-41174509	1		20q12-q13.1	yes		angiosarcoma			E	Dom	"oncogene, fusion"	Mis				"5335,ENSG00000124181,PLC-II,PLC1,PLC148,PLCG1,PLCgamma1,Plcg1"
PML	promyelocytic leukemia	5371	15:73994813-74045008	1		15q22	yes		"APL, ALL"			L	Dom	"TSG, fusion"	T	"RARA, PAX5"			"5371,ENSG00000140464,MYL,PML,PP8675,RNF71,TRIM19"
PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	5378	2:189791810-189877436	2		2q31-q33		yes		"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec		"Mis, N"				"5378,DKFZp781M0253,ENSG00000064933,HNPCC3,PMS1,PMSL1,hPMS1"
PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	5395	7:5973399-6009019	1	Yes	7p22		yes		"colorectal, endometrial, ovarian, medulloblastoma, glioma"	"hereditary non-polyposis colorectal cancer, Turcot syndrome"	E	Rec	TSG	"Mis, N, F"				"5395,ENSG00000122512,HNPCC4,H_DJ0042M02_9,PMS2,PMS2CL,PMSL2"
POLD1	"DNA polymerase delta 1, catalytic subunit"	5424	19:50398852-50417947	1		19q13.3	yes	yes	CRC	CRC	Lynch syndrome	E		TSG	Mis				"5424,ENSG00000062822,P28340,POLD,POLD1"
POLE	"polymerase (DNA directed), epsilon, catalytic subunit"	5426	12:132624697-132687315	1		12q24.3	yes	yes	"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer"	colorectal cancer susceptibility		E	Rec	TSG	Mis		yes	FILS syndrome	"5426,DKFZp434F222,ENSG00000177084,FLJ21434,POLE,POLE1"
POLG	"DNA polymerase gamma, catalytic subunit"	5428	15:89316751-89333754	2		15q26.1	yes		CRC			E		TSG	"N, O"		yes	mitochondrial DNA depletion syndrome	"5428,ENSG00000140521,FLJ27114,P54098,PEO,POLG,POLG1,POLGA,SANDO,SCAE"
POLQ	DNA polymerase theta	10721	3:121432304-121546641	1		3q13.33	yes	yes	oral SCC	breast cancer		E		"oncogene, TSG"	Mis				"10721,ENSG00000051341,POLQ"
POT1	protection of telomeres 1	25913	7:124823962-124897173	1		7q31.33	yes		CLL			L	Dom	TSG	"Mis, N"				"25913,DKFZP586D211,DKFZp586D211,ENSG00000128513,POT1,hPot1"
POU2AF1	"POU domain, class 2, associating factor 1 (OBF1)"	5450	11:111354261-111379177	1	Yes	11q23.1	yes		NHL			L	Dom	"oncogene, fusion"	T	BCL6			"5450,BOB1,ENSG00000110777,OBF-1,OBF1,OCAB,POU2AF1,Q16633"
POU5F1	"POU domain, class 5, transcription factor 1"	5460	6:31164601-31170620	1	Yes	6p21.31	yes		sarcoma			M	Dom	"oncogene, fusion"	T	EWSR1			"5460,ENSG00000230336,MGC22487,OCT3,OCT4,OTF3,OTF3C,OTF3P1,OTF4,Oct4,POU5F1,POU5F1P1"
PPARG	"peroxisome proliferative activated receptor, gamma"	5468	3:12351593-12434145	1	Yes	3p25	yes		follicular thyroid			E	Dom	"TSG, fusion"	T	PAX8	yes	"Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension"	"5468,ENSG00000132170,HUMPPARG,NR1C3,PPARG,PPARG1,PPARG2"
PPFIBP1	"PTPRF interacting protein, binding protein 1 (liprin beta 1)"	8496	12:27633397-27692882	1		12p12.1	yes		"Spitzoid tumour, inflammatory myofibroblastic tumour"			"E, M"	Dom	fusion	T	"ROS1, ALK"			"8496,ENSG00000110841,L2,PPFIBP1,hSGT2,hSgt2p"
PPM1D	"protein phosphatase, Mg2+/Mn2+ dependent 1D"	8493	17:60600415-60663552	1	Yes	17q23.3	yes		"glioma, ovarian cancer, breast cancer"			E	Dom	oncogene	"A, Mis, N, F"				"8493,ENSG00000170836,O15297,PP2C-DELTA,PPM1D,WIP1,Wip1"
PPP2R1A	"protein phosphatase 2, regulatory subunit A, alpha"	5518	19:52190097-52225981	1		19q13.41	yes		clear cell ovarian carcinoma			E	Dom	TSG	Mis				"5518,ENSG00000105568,MGC786,P30153,PPP2R1A,PR65A"
PPP6C	"protein phosphatase 6, catalytic subunit"	5537	9:125149673-125189718	1	Yes	9q33.3	yes		melanoma			E	Dom	TSG	"Mis, N"				"5537,ENSG00000119414,O00743,PPP6C"
PRCC	papillary renal cell carcinoma (translocation-associated)	5546	1:156767772-156800460	1		1q21.1	yes		papillary renal			E	Dom	fusion	T	TFE3			"5546,ENSG00000143294,MGC17178,MGC4723,PRCC,Q92733,RCCP1,TPRC"
PRDM1	"PR domain containing 1, with ZNF domain"	639	6:106088267-106107486	1		6q21	yes		DLBCL			L	Rec	TSG	"D, N, Mis, F, S"				"639,BLIMP1,ENSG00000057657,MGC118922,MGC118923,MGC118924,MGC118925,O75626,PRDI-BF1,PRDM1,RP1-134E15_1"
PRDM16	PR domain containing 16	63976	1:3069260-3433811	1	Yes	1p36.23-p33	yes		"MDS, AML"			L	Dom	"oncogene, fusion"	T	MECOM			"63976,ENSG00000142611,KIAA1675,MEL1,PFM13,PRDM16,Q9HAZ2"
